,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,ZONA
4759,13-01-0330-46,13-050,HUEHUETENANGO,HUEHUETENANGO,"LICEO CRISTIANO ""NUEVOS HORIZONTES""","CALZADA KAIBIL BALAM, CANTON SAN JOSE, ZONA 5",57621120,REYNALDO RECINOS CASTILLO,MATEO GOMEZ GOMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO,
4760,13-01-0335-46,13-004,HUEHUETENANGO,HUEHUETENANGO,"COLEGIO DE EDUCACION Y DESARROLLO INTEGRAL ""XETENAM""",ALDEA OJECHEJEL,47853737,CLARA ARMIDA MORALES CASTILLO,INGRID LINETT MENDOZA RODRIGUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO,
4761,13-01-0337-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PREUNIVERSITARIO LICEO GUATEMALA,2A. CALLE 7-32 ZONA 1,47854928,CLARA ARMIDA MORALES CASTILLO,CLAUDIA JEANNETTE PALACIOS HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,
4762,13-01-0340-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO AMERICANO,"3A. AVENIDA 1-140, ZONA 3",77649742,CLARA ARMIDA MORALES CASTILLO,MIGUEL ANGEL CANAHUI PORTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),HUEHUETENANGO,
4763,13-01-0341-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO PRIVADO DE CIENCIAS COMERCIALES,"5A. AVENIDA 7-112, ZONA 1",77640126,CLARA ARMIDA MORALES CASTILLO,MARLIN MARIBEL HERNANDEZ CASTILLO DE LEON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO,
4764,13-01-0342-46,13-004,HUEHUETENANGO,HUEHUETENANGO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA ZACULEU CENTRAL ZONA 9,30912815,CLARA ARMIDA MORALES CASTILLO,MAYRA LISETH PAR AZURDIA FUNES,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,
4765,13-01-0346-46,13-060,HUEHUETENANGO,HUEHUETENANGO,CENTRO DE EDUCACION EXTRAESCOLAR CEEX,1RA. CALLE ZONA 8 HUEHUETENANGO,32134222,AROLDO HOSBERI SOSA LOPEZ,IRENE ROCIO FABIAN AGUSTIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,INTERCALADO,HUEHUETENANGO,
4766,13-01-0348-46,13-004,HUEHUETENANGO,HUEHUETENANGO,"CENTRO EDUCATIVO MARRIOT ""BRILLANTE""","7A. CALLE 6-52 ""A"", ZONA 1",77648219,CLARA ARMIDA MORALES CASTILLO,MARIO ARNOLDO HERNANDEZ LORENZO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO,
4767,13-01-0349-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO EVANGELICO EL ALBA,"6A. AVENIDA ""A"" 9-17, ZONA 1",77682352,CLARA ARMIDA MORALES CASTILLO,JOSE RAUL MARTINEZ XUTUC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,
4768,13-01-0350-46,13-050,HUEHUETENANGO,HUEHUETENANGO,COLEGIO MIXTO ASTURIAS,"7A. AVENIDA ""B"" 1-26 ZONA 1",77640625,REYNALDO RECINOS CASTILLO,WALTER EDUARDO MARTINEZ GOMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),HUEHUETENANGO,
4769,13-01-0352-46,13-050,HUEHUETENANGO,HUEHUETENANGO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"ALDEA TOJOTZALE, PUENTE ARROYO",53806348,REYNALDO RECINOS CASTILLO,HEIDY ADALILA RECINOS ALVARADO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO,
4770,13-01-0354-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO MIXTO PROCERES PLUS FIN DE SEMANA,2A. AVENIDA 4-04 ZONA 3,77627415,CLARA ARMIDA MORALES CASTILLO,CARLOS NOVEL GUTIERREZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO,
4771,13-01-0355-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO MIXTO PROCERES PLUS FIN DE SEMANA,2A. AVENIDA 4-04 ZONA 3,77627415,CLARA ARMIDA MORALES CASTILLO,CARLOS NOVEL GUTIERREZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO,
4772,13-01-0358-46,13-004,HUEHUETENANGO,HUEHUETENANGO,"LICEO PRIVADO MIXTO ""DAME""",3ERA. CALLE FINAL ZONA 8,77642550,CLARA ARMIDA MORALES CASTILLO,ARMINDA LETICIA GOMEZ MENDOZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,
4773,13-01-0360-46,13-050,HUEHUETENANGO,HUEHUETENANGO,"LICEO CRISTIANO MIXTO ""TIERRA FERTIL""",4TA CALLE 2-66 ZONA 9 ZACULEU CENTRAL,79345726,REYNALDO RECINOS CASTILLO,CARLOS HUMBERTO GOMEZ ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO,
4774,13-01-0361-46,13-050,HUEHUETENANGO,HUEHUETENANGO,"LICEO CRISTIANO MIXTO ""TIERRA FERTIL""",4TA CALLE 2-66 ZONA 9 ZACULEU CENTRAL,79345726,REYNALDO RECINOS CASTILLO,CARLOS HUMBERTO GOMEZ ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,
4775,13-01-0363-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO DE EDUCACION Y DESARROLLO INTEGRAL XETENAM,ALDEA OJECHEJEL,47853737,CLARA ARMIDA MORALES CASTILLO,INGRID LINETT MENDOZA RODRIGUEZ DE HERRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,
4776,13-01-0366-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO INTEGRAL FORMATIVO ROBLES,"2A. AVENIDA A 1-15, ZONA 3",77649950,CLARA ARMIDA MORALES CASTILLO,NOE ISAIAS GALINDO HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO,
4777,13-01-0368-46,13-004,HUEHUETENANGO,HUEHUETENANGO,CENTRO EDUCATIVO MARRIOT BRILLANTE,"7A. CALLE 6-52- ""A"" ZONA 1",77648219,CLARA ARMIDA MORALES CASTILLO,MARIO ARNOLDO HERNANDEZ LORENZO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO,
4778,13-01-0369-46,13-004,HUEHUETENANGO,HUEHUETENANGO,CENTRO EDUCATIVO MARRIOT BRILLANTE,"5A. AVENIDA ""A"" 5-80 ZONA 1",77648219,CLARA ARMIDA MORALES CASTILLO,MARIO ARNOLDO HERNANDEZ LORENZO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,
4779,13-01-0372-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO INTEGRAL FORMATIVO ROBLES DE HUEHUETENANGO,"2DA. AV. ""A"" 1-15, ZONA 3, EL CALVARIO",77649950,CLARA ARMIDA MORALES CASTILLO,NOE ISAIAS GALINDO HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO,
4780,13-01-0373-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO TECNICO PROFESIONAL DE OCCIDENTE,3. AVENIDA FINAL ZONA 3,58919204,CLARA ARMIDA MORALES CASTILLO,OSCAR ROMEOVILLATORO GOMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,
4781,13-01-0375-46,13-004,HUEHUETENANGO,HUEHUETENANGO,"COLEGIO CATOLICO ""LA INMACULADA CONCEPCION""",1A. CALLE ZONA 3 EL CALVARIO,77649650,CLARA ARMIDA MORALES CASTILLO,LOYDA GOMEZ RECINOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,
4782,13-01-0376-46,13-050,HUEHUETENANGO,HUEHUETENANGO,COLEGIO REAL AMERICANO,11A. AVENIDA 7-14 INTERIOR NO. 2 ZONA 5 COLONIA ALVARADO,77627481,REYNALDO RECINOS CASTILLO,ANA KARINA GORDILLO ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO,
4783,13-01-0379-46,13-060,HUEHUETENANGO,HUEHUETENANGO,"PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA, PRONEA",5A. AVENIDA 9-98 ZONA 7 SECTOR BRASILIA,47931173,AROLDO HOSBERI SOSA LOPEZ,SANTOS RUYAN CHAMALE,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,HUEHUETENANGO,
4784,13-01-0381-46,13-060,HUEHUETENANGO,HUEHUETENANGO,CENTRO DE EDUCACION EXTRAESCOLAR -CEEX- DEPARTAMENTAL,"5A. AVENIDA 9-98, ZONA 7, SECTOR BRASILIA",45766461,AROLDO HOSBERI SOSA LOPEZ,ROSALIO BENJAMIN AGUILAR MORALES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,HUEHUETENANGO,
4785,13-01-0382-46,13-004,HUEHUETENANGO,HUEHUETENANGO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SUCULQUE,57410796,CLARA ARMIDA MORALES CASTILLO,WILLIAM ENRIQUE CALDERON AVILA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO,
4786,13-01-0385-46,13-050,HUEHUETENANGO,HUEHUETENANGO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"SECTOR LOS OLIVOS, ZONA 4 02/01/2023",50518236,REYNALDO RECINOS CASTILLO,HUGO RUBEN GOMEZ GOMEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO,
4787,13-01-0386-46,13-050,HUEHUETENANGO,HUEHUETENANGO,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,SECTOR LOS OLIVOS ZONA 4,58488478,REYNALDO RECINOS CASTILLO,HUGO RUBEN GOMEZ GOMEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DIAS A LA SEMANA),HUEHUETENANGO,
4788,13-01-0388-46,13-050,HUEHUETENANGO,HUEHUETENANGO,"CENTRO EDUCATIVO A DISTANCIA ""AULA VIRTUAL""","2A. CALLE 6-49, ZONA 1",77259211,REYNALDO RECINOS CASTILLO,OLIVER BOANERGES RECINOS RECINOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,A DISTANCIA,HUEHUETENANGO,
4789,13-01-0390-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO NUEVO AMANECER,"3A. CALLE FINAL, EL CALVARIO ZONA 3",77657960,CLARA ARMIDA MORALES CASTILLO,EDWIN ROLANDO SALAZAR ESCOBEDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),HUEHUETENANGO,
4790,13-01-0391-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO PRIVADO DE CIENCIAS COMERICALES,CABECERA MUNICIPAL,77640126,CLARA ARMIDA MORALES CASTILLO,MARLIN MARIBEL HERNANDEZ CASTILLO DE LEON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),HUEHUETENANGO,
4791,13-01-0392-46,13-004,HUEHUETENANGO,HUEHUETENANGO,CENTRO EDUCATIVO MARRIOT BRILLANTE,"5A AVENIDA ""A"" 5-80 ZONA 1",77648219,CLARA ARMIDA MORALES CASTILLO,MARIO ARNOLDO HERNANDEZ LORENZO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),HUEHUETENANGO,
4792,13-01-0396-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO PREUNIVERSITARIO DE INFORMATICA,4A. AVENIDA 1-30 ZONA 1,77648784,CLARA ARMIDA MORALES CASTILLO,NIVEA MARINA RIVAS GUTIERREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),HUEHUETENANGO,
4793,13-01-0399-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO MIXTO PROVADO PROCERES PLUS,2A AVENIDA 4-04 ZONA 3,49117821,CLARA ARMIDA MORALES CASTILLO,CARLOS NOVEL GUTIERREZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),HUEHUETENANGO,
4794,13-01-0400-46,13-004,HUEHUETENANGO,HUEHUETENANGO,"COLEGIO PRIVADO MIXTO ""EL DIVINO MAESTRO""",ALDEA XINAXOJ,50486759,CLARA ARMIDA MORALES CASTILLO,ARGELIO DE JESUS LOPEZ VILLATORO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),HUEHUETENANGO,
4795,13-01-0401-46,13-050,HUEHUETENANGO,HUEHUETENANGO,"LICEO PRIVADO MIXTO ""MINERVA""",5A. CALLE 3-28 ZONA 2,49002083,REYNALDO RECINOS CASTILLO,ULISES OMAR CALDERON CARDONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),HUEHUETENANGO,
4796,13-01-0403-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO TECNOLOGICO DEL VALLE,5A. AVENIDA 1-25 ZONA 8,41779500,CLARA ARMIDA MORALES CASTILLO,MARGARITA YAISMID SOLEDAD PALACIOS CANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),HUEHUETENANGO,
4797,13-01-0408-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO HERMANO PEDRO,ZACULEU CENTRAL ZONA 9,57699663,CLARA ARMIDA MORALES CASTILLO,LILIA CARMELA LOPEZ LOPEZ DE SERRANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),HUEHUETENANGO,
4798,13-01-0409-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO AMERICANO,3A AVENIDA 1-40 ZONA 3,77642424,CLARA ARMIDA MORALES CASTILLO,CAHRLES STIV VASQUEZ GOMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),HUEHUETENANGO,
4799,13-01-0411-46,13-050,HUEHUETENANGO,HUEHUETENANGO,"LICEO CRISTIANO ""NUEVOS HORIZONTES""",CABECERA MUNICIPAL,51710882,REYNALDO RECINOS CASTILLO,MATEO GOMEZ Y GOMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),HUEHUETENANGO,
4800,13-01-0413-46,13-050,HUEHUETENANGO,HUEHUETENANGO,LICEO PRIVADO MIXTO CENTROAMERICANO HUEHUETECO,CABECERA DEPARTAMENTAL,49664813,REYNALDO RECINOS CASTILLO,FLOR DE MARIA CASTILLO LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),HUEHUETENANGO,
4801,13-01-0415-46,13-004,HUEHUETENANGO,HUEHUETENANGO,"COLEGIO EVANGELICO PARA ADULTOS GUATEMALTECOS ""EL SHADAI""",6TA. AVENIDA COLONIA MAKEPEACE ZONA 1,77643534,CLARA ARMIDA MORALES CASTILLO,LUDDWIK MISSAEL GOMEZ RIVAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),HUEHUETENANGO,
4802,13-01-0417-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO EUROPEO,6A. AVENIDA 6-11 ZONA 1,54144029,CLARA ARMIDA MORALES CASTILLO,LUISA FERNANDA GRANADOS RIVERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,
4803,13-01-0419-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO EUROPEO,6A. AVENIDA 6-11 ZONA 1,54144029,CLARA ARMIDA MORALES CASTILLO,LUISA FERNANDA GRANADOS RIVERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),HUEHUETENANGO,
4804,13-01-1498-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO EVANGELICO 'JERUSALEN',ALDEA LAS LAGUNAS ZONA 10,79342847,CLARA ARMIDA MORALES CASTILLO,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO,
4805,13-01-1500-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO PRIVADO DE CIENCIAS COMERCIALES,5TA. AV. 7-112 ZONA 1,77640126,CLARA ARMIDA MORALES CASTILLO,OLIVER BOANERGES RECINOS RECINOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,
4806,13-01-1501-46,13-004,HUEHUETENANGO,HUEHUETENANGO,INSTITUTO PRIVADO HUEHUETECO,"5A. CALLE Y 9A. AVENIDA, INTERIOR DE LA ZONA 1",77645768,CLARA ARMIDA MORALES CASTILLO,SAMUEL CESAR ARMANDO SOSA HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO,
4807,13-01-1502-46,,HUEHUETENANGO,HUEHUETENANGO,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'RAFAEL LANDIVAR',5A. CALLE 11-20 ZONA 1,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),HUEHUETENANGO,
4808,13-01-1505-46,13-050,HUEHUETENANGO,HUEHUETENANGO,LICEO PRIVADO MIXTO CENTROAMERICANO HUEHUETECO,"5A. CALLE RAFAEL LANDIVAR, 11-66 ZONA 1",49664813,REYNALDO RECINOS CASTILLO,FLOR DE MARIA CASTILLO LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO,
4809,13-01-1584-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO AMERICANO,3AV. 1-140 ZONA 3,77649742,CLARA ARMIDA MORALES CASTILLO,MIGUEL ANGEL CANAHUI PORTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO,
4810,13-01-1592-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO AMERICANO,3A. AVENIDA 1-140 ZONA 3,77649742,CLARA ARMIDA MORALES CASTILLO,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,
4811,13-01-1685-46,13-050,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO 'RAFAEL LANDIVAR',5A. CALLE 11-65 ZONA 1,77646933,REYNALDO RECINOS CASTILLO,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO,
4812,13-01-4860-46,13-050,HUEHUETENANGO,HUEHUETENANGO,COLEGIO MIXTO ASTURIAS,2A. CALLE 7-32 INTERIOR ZONA 1,77640625,REYNALDO RECINOS CASTILLO,ANABELA CLARISA MENDEZ ESCOBEDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,
4813,13-01-4861-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO DEL NIVEL MEDIO LICEO HUEHUETECO,4A.CALLE 8-80 ZONA 4,77642089,CLARA ARMIDA MORALES CASTILLO,NESTOR FERNANDO COBON LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO,
4814,13-01-4966-46,13-004,HUEHUETENANGO,HUEHUETENANGO,INSTITUTO DIVERSIFICADO DE PERITO EN ADMINISTRACION PUBLICA J.V.,6A. AVENIDA A 10-59 ZONA 1,77649716,CLARA ARMIDA MORALES CASTILLO,DELMAR ELEAZAR PALACIOS LUCAS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO,
4815,13-01-5108-46,13-050,HUEHUETENANGO,HUEHUETENANGO,COLEGIO EVANGELICO PRIVADO 'BETH SHALOM',3A. AVENIDA FINAL ZONA 3,77649291,REYNALDO RECINOS CASTILLO,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,
4816,13-01-5307-46,,HUEHUETENANGO,HUEHUETENANGO,IPMB Y BACHILLERATO POR MADUREZ 'DR. JORGE VIDES MOLINA',LAS LAGUNAS ZONA 9,,,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,SABATINO,HUEHUETENANGO,
4817,13-01-5358-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO GABRIELA MISTRAL,5A. AVENIDA 7-147 ZONA 1,77641004,CLARA ARMIDA MORALES CASTILLO,NIVEA MARINA RIVAS GUTIERREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO,
4818,13-01-5500-46,13-050,HUEHUETENANGO,HUEHUETENANGO,COLEGIO TECNOLOGICO EN COMPUTACION,2DA. CALLE 6-49 ZONA 1,77641301,REYNALDO RECINOS CASTILLO,OLIVER BOANERGES RECINOS RECINOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO,
4819,13-01-5756-46,,HUEHUETENANGO,HUEHUETENANGO,INSTITUTO DIVERSIFICADO PRIVADO MIXTO 'LUIS ARTURO LEMUS',3A. CALLE Y 4A. AVENIDA ZONA 9 ALDEA ZACULEU CENTRAL,57 47546,,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,
4820,13-01-6042-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO MIXTO CANADIENSE DE OCCIDENTE,"7MA. CALLE 12-75, ZONA 5 COLONIA LA HONDONADA HUEHUETENANGO",77250964,CLARA ARMIDA MORALES CASTILLO,JULIO RENE CALDERON FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,
4821,13-01-6096-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO DEL NIVEL MEDIO LICEO HUEHUETECO,4A CALLE 8-80 ZONA 4.,77642089,CLARA ARMIDA MORALES CASTILLO,NESTOR FERNANDO COBON LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,
4822,13-01-6304-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO SAN LORENZO,5A. CALLE 1ER ACCESO 5-75 ZONA 5,77645768,CLARA ARMIDA MORALES CASTILLO,IRMA REGINA VELASQUEZ ESCOBEDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO,
4823,13-01-6306-46,13-004,HUEHUETENANGO,HUEHUETENANGO,CENTRO EDUCATIVO PARA ADULTOS 'GUATEMALA',6A. AV. C 8A. CALLE 8-30 COL. MAKEPEACE ZONA 1,77643494,CLARA ARMIDA MORALES CASTILLO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO,
4824,13-01-6367-46,13-004,HUEHUETENANGO,HUEHUETENANGO,INSTITUTO EVANGELICO MIXTO BEREA,ALDEA LAS LAGUNAS ZONA 10,77642767,CLARA ARMIDA MORALES CASTILLO,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO,
